handle_norm,month,award_usd
kaden,2023-08,650.51
mahdikarimi,2023-08,648.93
fulum,2023-08,647.48
leos,2023-08,642.9
lowk,2023-08,638.64
n1punp,2023-08,632.72
0xmango,2023-08,631.62
danielarmstrong,2023-08,625.45
seerether,2023-08,583.05
0xmuxyz,2023-08,578.0600000000001
tapir,2023-08,571.11
ptsanev,2023-08,565.6899999999999
jayshreeram,2023-08,562.13
emmanuel,2023-08,562.1
trachev,2023-08,561.45
inspecktor,2023-08,537.51
aba,2023-08,526.37
radev_sw,2023-08,523.9300000000001
zzebra83,2023-08,518.34
audinarey,2023-08,510.39
matricksdecoder,2023-08,507.89
hassan-truscova,2023-08,487.43
soul22,2023-08,484.88
0xwaitress,2023-08,484.81
gjaldon,2023-08,482.63
r-nemes,2023-08,482.48
satyam_sharma,2023-08,482.48
bpz,2023-08,475.68
crimson-rat-reach,2023-08,471.82
qpzm,2023-08,461.02
proxy,2023-08,458.2
minhtrng,2023-08,457.45
0xciphky,2023-08,439.06
berlin-101,2023-08,437.06
rjs,2023-08,435.54999999999995
aymen0909,2023-08,435.32
aamir,2023-08,427.49
kodyvim,2023-08,410.08000000000004
sorrynotsorry,2023-08,389.84000000000003
wintermute,2023-08,381.46
carlos__alegre,2023-08,377.16999999999996
shealtielanz,2023-08,371.21000000000004
raihan,2023-08,349.46000000000004
giorgio,2023-08,325.55
bauchibred,2023-08,322.57
sanketkogekar,2023-08,319.78
popular00,2023-08,313.85
sm-stack,2023-08,304.32000000000005
hama,2023-08,297.14
ihtishamsudo,2023-08,294.99
cducrest,2023-08,290.65999999999997
sces60107,2023-08,287.59000000000003
rokinot,2023-08,271.48
kaveyjoe,2023-08,268.9
tallo,2023-08,268.31
reyadmirado,2023-08,261.97
0xbeirao,2023-08,250.17
madalad,2023-08,250.17
n33k,2023-08,250.17
0xpiken,2023-08,247.44
adeolu,2023-08,243.0
jasonxiale,2023-08,241.31
ltyu,2023-08,237.39
cartlex_,2023-08,231.35
ubermensch,2023-08,221.94
castle_chain,2023-08,216.61999999999998
dacian,2023-08,215.88
davidgiladi,2023-08,206.84
nyx,2023-08,203.28
nonseodion,2023-08,202.51
peanuts,2023-08,194.14999999999998
0xta,2023-08,193.95
saq,2023-08,193.95
circlelooper,2023-08,192.67000000000002
crunch,2023-08,192.67000000000002
jiamin,2023-08,192.67000000000002
juntao,2023-08,192.67000000000002
eeshenggoh,2023-08,192.66
team_rocket,2023-08,192.56
0xvj,2023-08,187.04
thekmj,2023-08,186.84
inspex,2023-08,181.45
gkrastenov,2023-08,181.37
digitizeworx,2023-08,174.13
sy_s,2023-08,166.95
neumo,2023-08,165.8
wallstreetvilkas,2023-08,158.23
piyushshukla,2023-08,156.86
moneyversed,2023-08,155.72
0xbrett8571,2023-08,151.46
kmanofficial,2023-08,148.85
viktor_cortess,2023-08,146.70999999999998
matin,2023-08,142.61
niki,2023-08,142.57999999999998
flacko,2023-08,140.48
wahedtalash77,2023-08,131.79
0x11singh99,2023-08,129.07
btk,2023-08,128.89
krisapostolov,2023-08,127.19
0xepley,2023-08,124.35
33bytezzz,2023-08,124.35
neon2835,2023-08,116.94
topmark,2023-08,116.39
0xtiwa,2023-08,115.5
armedgoose,2023-08,109.8
eeyore,2023-08,109.13
shirochan,2023-08,102.50999999999999
0xgrbr,2023-08,101.05
dharma09,2023-08,100.73
petrichor,2023-08,100.73
visualbits,2023-08,100.2
cholakov,2023-08,99.19
dedohwale,2023-08,99.19
msk,2023-08,98.4
0xpsuedopandit,2023-08,96.33
cosine,2023-08,96.33
qeew,2023-08,96.33
umarkhatab_465,2023-08,96.33
d_auditor,2023-08,94.71
ravikiranweb3,2023-08,92.65
giovannidisiena,2023-08,91.19
jesusrod15,2023-08,91.19
sbsecurity,2023-08,90.64
ciphermarco,2023-08,90.63
los_chicos,2023-08,90.28
bitsurfer,2023-08,90.1
mark0v,2023-08,90.1
arz,2023-08,89.63
yixxas,2023-08,85.11
ppetrov,2023-08,81.34
caventa,2023-08,79.9
ayo_dev,2023-08,79.61
duodit,2023-08,79.61
pavankv,2023-08,79.61
tala7985,2023-08,79.61
836541,2023-08,79.49000000000001
d1r3wolf,2023-08,75.53
erebus,2023-08,75.24000000000001
0xwagmi,2023-08,74.13
degensec,2023-08,73.68
favelanky,2023-08,62.87
0xhex,2023-08,62.28
universalcrypto,2023-08,60.32
lospolloshermanos,2023-08,60.2
randomuser,2023-08,59.42
mahyar,2023-08,56.88
lanrebayode77,2023-08,56.12
naman1778,2023-08,55.790000000000006
zaevlad,2023-08,54.879999999999995
ayden,2023-08,54.449999999999996
tnquanghuy0512,2023-08,54.37
tripathi,2023-08,53.89
pfapostol,2023-08,53.83
beam_suuun,2023-08,48.83
c7e7eff,2023-08,48.83
rageur,2023-08,47.95
emerald7017,2023-08,47.49
zhaojie,2023-08,47.44
0xkazim,2023-08,46.370000000000005
gangsofbrahmin,2023-08,46.26
okolicodes,2023-08,46.25
vangrim,2023-08,46.25
hpsb,2023-08,45.75
ginlee,2023-08,45.32
0xprinc,2023-08,45.31999999999999
peritoflores,2023-08,45.31
devabdee,2023-08,44.97
go-langer,2023-08,44.97
woolcentaur,2023-08,44.0
xdzibecx,2023-08,43.87
icebear,2023-08,43.010000000000005
kenshin,2023-08,42.86
dontonka,2023-08,41.45
kek,2023-08,41.45
p12473,2023-08,41.45
stealthyz,2023-08,41.45
merlin,2023-08,40.07
ernestognw,2023-08,38.45
rektthecode,2023-08,38.45
saaj,2023-08,38.45
th13vn,2023-08,36.94
tricko,2023-08,36.94
eierina,2023-08,36.91
ni8mare,2023-08,36.4
arialblack14,2023-08,36.16
jp_courses,2023-08,35.85
8olidity,2023-08,33.72
banpaleo5,2023-08,32.69
fatherofblocks,2023-08,32.46
0x4non,2023-08,32.28
parsely,2023-08,32.06
shamsulhaq123,2023-08,30.61
klau5,2023-08,29.0
j4ld1na,2023-08,28.23
savi0ur,2023-08,27.020000000000003
turvy_fuzz,2023-08,27.0
watermelon,2023-08,25.65
catwhiskeys,2023-08,24.08
arcoun,2023-08,23.8
nnez,2023-08,23.8
bughunter101,2023-08,22.700000000000003
mitko1111,2023-08,22.66
chainsnake,2023-08,22.56
epistkr,2023-08,22.46
wisdomn_,2023-08,21.78
matrix_0wl,2023-08,21.57
yp,2023-08,19.47
asui,2023-08,19.25
dethera,2023-08,19.240000000000002
minhquanym,2023-08,19.17
shubham,2023-08,18.98
paradox,2023-08,18.369999999999997
max10afternoon,2023-08,17.499999999999996
dd0x7e8,2023-08,16.74
0x70c9,2023-08,16.1
0xhelium,2023-08,15.93
alexfilippov314,2023-08,15.93
joaovwfreire,2023-08,15.93
niser93,2023-08,15.35
sivanesh_808,2023-08,15.35
leasowillow,2023-08,14.9
qbs,2023-08,13.71
alexczm,2023-08,13.68
georgits,2023-08,13.29
zantool,2023-08,13.29
grearlake,2023-08,12.930000000000001
kaysoft,2023-08,12.91
debo,2023-08,12.88
0xg0p1,2023-08,10.030000000000001
_eperezok,2023-08,9.97
audityourcontracts,2023-08,9.85
aakansha,2023-08,9.82
alhakista,2023-08,9.82
d23e,2023-08,9.82
deekshith99,2023-08,9.82
deth,2023-08,9.82
imkapadia,2023-08,9.82
inallhonesty,2023-08,9.82
jat,2023-08,9.82
owadez,2023-08,9.82
rhao-sec,2023-08,9.82
sandy,2023-08,9.82
strausses,2023-08,9.82
supervrijdag,2023-08,9.82
windhustler,2023-08,9.82
nisedo,2023-08,9.16
etherhood,2023-08,8.66
mrudenko,2023-08,8.56
abaikunanbaev,2023-08,7.91
alexzoid,2023-08,7.84
tank,2023-08,6.87
0xl51,2023-08,6.15
halden,2023-08,4.300000000000001
mike_bello90,2023-08,4.24
sl1,2023-08,4.24
0xe1,2023-08,4.23
0xweb3boy,2023-08,4.23
bube,2023-08,4.23
ch0bu,2023-08,4.23
devival,2023-08,4.23
koxuan,2023-08,4.23
naubit,2023-08,4.23
p_crypt0,2023-08,4.23
pipidu83,2023-08,4.23
silverskrrrt,2023-08,4.23
superman_i4g,2023-08,4.23
tay054,2023-08,4.23
cccz,2023-08,3.86
jah,2023-08,3.86
martians,2023-08,3.86
spyboy,2023-08,3.86
pns,2023-08,0.75
zdravkohr,2023-08,0.75
0xmakeouthill,2023-08,0.72
darwin,2023-08,0.72
pechenite,2023-08,0.72
tatakae,2023-08,0.72
0xrafaelnicolau,2023-08,0.19
elcid,2023-08,0.15
koo,2023-08,0.15
yashar,2023-08,0.15
0xc0ffee,2023-08,0.08
baki,2023-08,0.08
0xmosh,2023-08,0.07
dimulski,2023-08,0.07
gizzy,2023-08,0.07
gumgumzum,2023-08,0.07
miniglome,2023-08,0.07
mussucal,2023-08,0.07
talfao,2023-08,0.07
lfgsecurity,2023-08,0.05
0x111,2023-08,0.04
atrixs6,2023-08,0.04
0xasen,2023-08,0.03
b353n,2023-08,0.03
cats,2023-08,0.03
gss1,2023-08,0.03
m4ttm,2023-08,0.03
noro,2023-08,0.03
oxsadeeq,2023-08,0.03
stiglitz,2023-08,0.03
sunosuporno,2023-08,0.03
walter,2023-08,0.03
0xklh,2023-08,0.01
0xsurena,2023-08,0.01
anirruth,2023-08,0.01
blockian,2023-08,0.01
blutorque,2023-08,0.01
bugzyvonbuggernaut,2023-08,0.01
clash,2023-08,0.01
ge6a,2023-08,0.01
ke1cam,2023-08,0.01
norah,2023-08,0.01
pks_,2023-08,0.01
snow24,2023-08,0.01
spidy730,2023-08,0.01
0xleveler,2023-08,0.0
andy,2023-08,0.0
avci,2023-08,0.0
breeje,2023-08,0.0
phantasmagoria,2023-08,0.0
sh1v,2023-08,0.0
sonny2k,2023-08,0.0
tonisives,2023-08,0.0
tsvetanovv,2023-08,0.0
twcctop,2023-08,0.0
immeas,2023-07,35980.659999999996
cccz,2023-07,31683.74
milotruck,2023-07,29747.31
kutugu,2023-07,23352.260000000002
gallodasballo,2023-07,22742.64
kintern_na,2023-07,18555.48
said,2023-07,17774.609999999997
peakbolt,2023-07,17734.08
windhustler,2023-07,16166.83
carrotsmuggler,2023-07,15494.89
minhtrng,2023-07,15138.17
zzzitron,2023-07,14894.2
0x73696d616f,2023-07,14643.94
t1moh,2023-07,14343.75
juancito,2023-07,12925.99
nobody2018,2023-07,12622.79
rvierdiiev,2023-07,12379.539999999999
jeiwan,2023-07,10997.63
dirk_y,2023-07,10566.460000000001
trust,2023-07,9339.710000000001
0xwaitress,2023-07,8887.789999999999
cergyk,2023-07,8731.7
0xstalin,2023-07,8450.36
udsen,2023-07,8376.76
kaden,2023-07,7739.7
emmanuel,2023-07,7678.139999999999
kankodu,2023-07,7526.15
ack,2023-07,6783.06
itsnio,2023-07,6386.1900000000005
0xcomfycat,2023-07,6228.33
lascaloneta,2023-07,6106.7
osmanozdemir1,2023-07,6106.7
bin2chen,2023-07,6081.17
jasonxiale,2023-07,5988.09
pcarranzav,2023-07,5976.24
0xthec0der,2023-07,5790.09
ljmanini,2023-07,5702.210000000001
xuwinnie,2023-07,5635.22
vagner,2023-07,5274.79
ravikiranweb3,2023-07,5243.65
sanketkogekar,2023-07,5087.73
sathish9098,2023-07,4846.83
0xsmartcontract,2023-07,4641.12
volodya,2023-07,4502.01
koolex,2023-07,4460.08
evmboi32,2023-07,4288.34
0xg0p1,2023-07,4198.099999999999
iglyx,2023-07,4040.94
ak1,2023-07,4036.92
0xa5df,2023-07,3997.64
emerald7017,2023-07,3954.29
cryptonue,2023-07,3673.36
ladboy233,2023-07,3606.64
saeedalipoor01988,2023-07,3585.64
klau5,2023-07,3573.0600000000004
erebus,2023-07,3465.82
0xnev,2023-07,3292.91
limbooo,2023-07,3286.9099999999994
mojito_auditor,2023-07,3270.48
0xrobocop,2023-07,3225.43
maanas,2023-07,3192.72
he1m,2023-07,3066.1800000000003
k42,2023-07,2924.7799999999997
shark,2023-07,2874.81
madalad,2023-07,2851.56
oakcobalt,2023-07,2795.93
pontifex,2023-07,2737.54
kupiasec,2023-07,2710.76
aymen0909,2023-07,2537.3300000000004
nyx,2023-07,2359.93
zzebra83,2023-07,2259.9100000000003
a3yip6,2023-07,2169.89
brenzee,2023-07,2165.78
cosine,2023-07,2152.37
nirlin,2023-07,2120.04
shaka,2023-07,2027.76
wangxx2026,2023-07,1979.8500000000001
chom,2023-07,1956.96
chaduke,2023-07,1952.4299999999998
unsafesol,2023-07,1913.39
rolezn,2023-07,1900.2800000000002
n1punp,2023-07,1891.27
hunter_w3b,2023-07,1871.18
yixxas,2023-07,1784.28
qpzm,2023-07,1708.0600000000002
catellatech,2023-07,1684.55
qiuhaoli,2023-07,1648.32
ktg,2023-07,1646.23
0x3e84fa45,2023-07,1643.98
mahyar,2023-07,1643.98
hals,2023-07,1638.47
0x007,2023-07,1595.41
c7e7eff,2023-07,1493.17
redtiger,2023-07,1481.83
markus_ether,2023-07,1377.02
jck,2023-07,1348.77
mrpotatomagic,2023-07,1320.77
ayeslick,2023-07,1273.01
bart1e,2023-07,1272.02
7e1e,2023-07,1270.76
glcanvas,2023-07,1270.45
dharma09,2023-07,1239.3400000000001
lospolloshermanos,2023-07,1190.38
dadekuma,2023-07,1149.42
adeolu,2023-07,1146.82
nadin,2023-07,1141.09
c3phas,2023-07,1109.38
jaraxxus,2023-07,1098.58
naman1778,2023-07,1094.77
universalcrypto,2023-07,1073.25
bpz,2023-07,1066.65
kodyvim,2023-07,1060.1399999999999
mert_eren,2023-07,1056.25
eeyore,2023-07,1029.0400000000002
zhaojie,2023-07,1025.8600000000001
shubham,2023-07,978.48
reyadmirado,2023-07,955.5
ptsanev,2023-07,930.76
libratus,2023-07,922.22
0xfuje,2023-07,830.86
ruhum,2023-07,823.13
seeques,2023-07,770.5
crimson-rat-reach,2023-07,762.5699999999999
toshii,2023-07,755.24
sces60107,2023-07,747.75
degensec,2023-07,739.79
infect3d,2023-07,739.79
musaka,2023-07,732.43
twcctop,2023-07,728.49
fatherofblocks,2023-07,709.02
josephdara,2023-07,707.5500000000001
berlin-101,2023-07,695.21
amaechieth,2023-07,677.54
franfran,2023-07,677.54
haipls,2023-07,677.54
tricko,2023-07,677.54
jcn,2023-07,664.36
kaysoft,2023-07,646.68
plainshift,2023-07,635.22
saq,2023-07,602.54
peanuts,2023-07,598.89
davidgiladi,2023-07,592.4
ast3ros,2023-07,589.38
clash,2023-07,572.05
miniglome,2023-07,569.07
0xrugpull_detector,2023-07,559.88
lokithe5th,2023-07,543.14
mohammedrizwan,2023-07,532.64
alymurtazamemon,2023-07,512.26
raihan,2023-07,478.99
wahedtalash77,2023-07,474.85
0xbepresent,2023-07,473.59000000000003
abaikunanbaev,2023-07,472.81
0xkasper,2023-07,464.32000000000005
mgf15,2023-07,459.56
ni8mare,2023-07,446.12
prestige,2023-07,430.46999999999997
petrichor,2023-07,424.65999999999997
0xkazim,2023-07,412.25
redonen,2023-07,387.51
inspecktor,2023-07,381.60999999999996
sm3_ss,2023-07,377.5
tripathi,2023-07,360.73
saneryee,2023-07,341.44
3docsec,2023-07,338.65000000000003
bauchibred,2023-07,333.02
breeje,2023-07,329.51
ihtishamsudo,2023-07,309.16
0xn006e7,2023-07,272.51
qeew,2023-07,269.82
jigsaw,2023-07,261.96
ltyu,2023-07,251.45
dacian,2023-07,246.96
arz,2023-07,234.62
rokinot,2023-07,224.93
matin,2023-07,218.8
gzeon,2023-07,215.72
tonisives,2023-07,211.83
0xanah,2023-07,200.55
andy,2023-07,195.74
keccak123,2023-07,193.51000000000002
hassan-truscova,2023-07,182.52
grey-hawk-reach,2023-07,181.48
gizzy,2023-07,172.99
0xmirce,2023-07,168.19
co0nan,2023-07,165.56
flutter_developer,2023-07,161.89
giovannidisiena,2023-07,156.36
ybansal2403,2023-07,153.60000000000002
hendrik,2023-07,150.72
niki,2023-07,149.29
squeaky_cactus,2023-07,147.5
niloy,2023-07,145.35
sy_s,2023-07,137.19
leos,2023-07,134.32
paweenp,2023-07,123.66
vagrant,2023-07,117.58
solsaver,2023-07,114.65
hama,2023-07,113.84
0xbranded,2023-07,113.02
giorgio,2023-07,113.02
pep7siup,2023-07,113.02
spicymeatball,2023-07,113.02
auditwolf,2023-07,104.41
bronzedisc,2023-07,104.41
okolicodes,2023-07,104.41
r-nemes,2023-07,104.41
marckn,2023-07,100.17
tsvetanovv,2023-07,100.05
krisapostolov,2023-07,94.77
viktor_cortess,2023-07,94.77
0x11singh99,2023-07,92.75
descharre,2023-07,90.36
0x70c9,2023-07,88.25
tendency,2023-07,88.25
0xhex,2023-07,87.31
0xta,2023-07,87.31
xfu,2023-07,87.31
red-lotus-reach,2023-07,86.74
jp_courses,2023-07,86.03999999999999
bigtone,2023-07,85.42
koxuan,2023-07,83.28
0xprinc,2023-07,81.25
illilli,2023-07,76.55
codegpt,2023-07,76.5
delerrh,2023-07,76.34
stormreckson,2023-07,76.26
seth_lawson,2023-07,75.99
thesavageteddy,2023-07,75.99
banpaleo5,2023-07,74.53999999999999
topmark,2023-07,72.28999999999999
dontonka,2023-07,71.21
jorgect,2023-07,70.24000000000001
walter,2023-07,69.87
deekshith99,2023-07,68.11
matrix_0wl,2023-07,62.61
33audits,2023-07,62.400000000000006
hack3r-0m,2023-07,61.03
0xmilenov,2023-07,58.98
pks_,2023-07,58.89
kaveyjoe,2023-07,58.67999999999999
lsaudit,2023-07,58.47
john_femi,2023-07,56.449999999999996
acai,2023-07,56.17
crypticshepherd,2023-07,56.17
offside0011,2023-07,56.17
wvleak,2023-07,52.11
ginlee,2023-07,48.9
grearlake,2023-07,48.31
0xsky,2023-07,46.94
ck,2023-07,46.37
cats,2023-07,44.88
christina,2023-07,44.88
souilos,2023-07,44.88
0xl51,2023-07,43.37
serial-coder,2023-07,42.34
saaj,2023-07,41.62
aba,2023-07,41.16
audityourcontracts,2023-07,41.16
catwhiskeys,2023-07,41.16
cryptoyulia,2023-07,41.16
l3r0ux,2023-07,41.16
rumen,2023-07,41.16
sooya,2023-07,41.16
spyboy,2023-07,41.16
tatakae,2023-07,41.16
z3r0,2023-07,41.16
0xadrii,2023-07,39.07
eeshenggoh,2023-07,38.0
btk,2023-07,34.64
alexzoid,2023-07,33.44
2997ms,2023-07,32.81
alexczm,2023-07,31.38
bughunter101,2023-07,31.38
bugzyvonbuggernaut,2023-07,31.38
iurii3,2023-07,31.38
mrudenko,2023-07,31.38
tnquanghuy0512,2023-07,31.38
lanrebayode77,2023-07,31.21
mahdirostami,2023-07,27.66
8olidity,2023-07,26.95
pfapostol,2023-07,25.41
rageur,2023-07,24.3
dev0cloo,2023-07,22.96
neumo,2023-07,22.96
oxchsyston,2023-07,22.96
excalibor,2023-07,22.71
piyushshukla,2023-07,22.71
0xpsuedopandit,2023-07,21.54
praise,2023-07,21.54
oxsadeeq,2023-07,20.42
tiesstevelink,2023-07,20.42
daniel526,2023-07,19.29
darwin,2023-07,19.29
namx05,2023-07,19.29
yy,2023-07,19.29
danielwang888,2023-07,17.52
jgcarv,2023-07,17.52
max10afternoon,2023-07,17.52
radev_sw,2023-07,17.52
te_aut,2023-07,17.52
ziyou-,2023-07,17.52
armedgoose,2023-07,15.92
ayden,2023-07,15.92
eyexploit,2023-07,15.92
joaovwfreire,2023-07,15.92
0xackermann,2023-07,15.29
0xarcturus,2023-07,15.29
albertwh1te,2023-07,15.29
codetilda,2023-07,15.29
jamshed,2023-07,15.29
0xmuxyz,2023-07,9.43
arabadzhiev,2023-07,9.43
debo,2023-07,9.43
deth,2023-07,9.43
halden,2023-07,9.43
jeffy,2023-07,9.43
mrpathfindr,2023-07,9.43
nnez,2023-07,9.43
no12samurai,2023-07,9.43
pns,2023-07,9.43
ro1sharkm,2023-07,9.43
sakshamguruji,2023-07,9.43
sivanesh_808,2023-07,9.43
uzay,2023-07,9.43
vielite,2023-07,9.43
john,2023-07,8.32
elcid,2023-07,7.89
miquinho,2023-07,7.89
strausses,2023-07,7.89
404notfound,2023-07,6.07
cyberpunks,2023-07,6.07
eurovickk,2023-07,6.07
alexweb3,2023-07,2.25
bobface,2023-07,2.25
lucholeonel1,2023-07,2.25
teawaterwire,2023-07,2.25
0xb41a,2023-07,0.0
foxb868,2023-07,0.0
icebear,2023-07,0.0
slippopz,2023-07,0.0
tank,2023-07,0.0
milotruck,2023-06,44459.52
rvierdiiev,2023-06,14992.67
codegpt,2023-06,12360.369999999999
0xc695,2023-06,9181.99
auditor0517,2023-06,9090.029999999999
dirk_y,2023-06,8787.84
dwward3n,2023-06,8210.539999999999
ktg,2023-06,8052.76
sces60107,2023-06,7885.08
bin2chen,2023-06,6286.75
gpersoon,2023-06,6244.369999999999
etherhood,2023-06,6173.12
jgcarv,2023-06,6138.2699999999995
he1m,2023-06,5144.97
t1moh,2023-06,5029.139999999999
cthulhu_cult,2023-06,4814.85
kutugu,2023-06,4020.3299999999995
toshii,2023-06,3917.2
0xnev,2023-06,3592.47
dontonka,2023-06,3581.3300000000004
0xwaitress,2023-06,3465.7799999999997
3docsec,2023-06,3407.6400000000003
franfran,2023-06,3388.28
lirios,2023-06,3388.28
team_flibit,2023-06,3388.28
co0nan,2023-06,3153.9900000000002
dadekuma,2023-06,3059.3
broccolirob,2023-06,2676.76
k42,2023-06,2595.41
rolezn,2023-06,2362.76
turvy_fuzz,2023-06,2297.48
sovaslava,2023-06,2221.9500000000003
hals,2023-06,2153.93
0xrobocop,2023-06,2138.3900000000003
ksk2345,2023-06,2115.6
0x70c9,2023-06,2080.66
spicymeatball,2023-06,1988.6000000000001
sathish9098,2023-06,1857.13
christina,2023-06,1855.1299999999999
noamyakov,2023-06,1855.1299999999999
musaka,2023-06,1819.65
aymen0909,2023-06,1743.34
devival,2023-06,1674.5700000000002
max10afternoon,2023-06,1671.8400000000001
bart1e,2023-06,1599.8600000000001
cccz,2023-06,1559.5
adeolu,2023-06,1505.92
bugbusters,2023-06,1444.45
lascaloneta,2023-06,1378.0
0xsmartcontract,2023-06,1332.83
yaarduck,2023-06,1321.43
josephdara,2023-06,1138.28
hihen,2023-06,1035.84
peanuts,2023-06,1027.93
erebus,2023-06,1016.48
seerether,2023-06,1016.48
catellatech,2023-06,896.62
trustone,2023-06,857.93
jcn,2023-06,795.71
bytes032,2023-06,674.67
0xnightraven,2023-06,655.99
icebear,2023-06,650.0
kenshin,2023-06,637.84
davidgiladi,2023-06,606.25
libratus,2023-06,565.79
mrpotatomagic,2023-06,550.53
squeaky_cactus,2023-06,535.22
btk,2023-06,518.57
0xbrett8571,2023-06,501.24
xuwinnie,2023-06,495.03
0xhacksmithh,2023-06,493.41
atree,2023-06,446.81
blos,2023-06,446.81
raihan,2023-06,438.54999999999995
naman1778,2023-06,434.07
brenzee,2023-06,432.66
hunter_w3b,2023-06,415.62
udsen,2023-06,403.37
matrix_0wl,2023-06,370.92
petrichor,2023-06,338.24
n1punp,2023-06,335.72
georgypetrov,2023-06,332.34000000000003
sm3_ss,2023-06,323.62
iurii3,2023-06,318.67999999999995
skyge,2023-06,301.9
yjrwkk,2023-06,301.9
redtiger,2023-06,295.97999999999996
leos,2023-06,292.81
kaysoft,2023-06,291.12
pep7siup,2023-06,286.28
jnrlouis,2023-06,282.51
dacian,2023-06,281.19
c3phas,2023-06,253.86
breeje,2023-06,234.3
no12samurai,2023-06,232.58999999999997
kupiasec,2023-06,227.57999999999998
lokithe5th,2023-06,222.76
zambody,2023-06,221.44
3agle,2023-06,212.43
totomanov,2023-06,212.43
neon2835,2023-06,204.95999999999998
0xcm,2023-06,198.02
dedohwale,2023-06,196.5
mohammedrizwan,2023-06,187.76000000000002
devabdee,2023-06,174.48
zaevlad,2023-06,171.84
solsaver,2023-06,160.39000000000001
rageur,2023-06,159.34
saq,2023-06,159.34
tallo,2023-06,152.64
arz,2023-06,144.81
azhar,2023-06,144.81
kankodu,2023-06,143.49
delerrh,2023-06,137.45
joestakey,2023-06,128.38
qiuhaoli,2023-06,128.38
shamsulhaq123,2023-06,125.86000000000001
jaraxxus,2023-06,120.84
mgf15,2023-06,120.62
y51r,2023-06,119.28
kenta,2023-06,114.88
reyadmirado,2023-06,113.91
saaj,2023-06,109.94999999999999
deps,2023-06,102.27
djxploit,2023-06,102.27
martin,2023-06,102.27
lucholeonel1,2023-06,101.94
crypticshepherd,2023-06,98.98
madalad,2023-06,95.86
ernestognw,2023-06,94.72
smaul,2023-06,85.67999999999999
bughunter101,2023-06,84.36
caventa,2023-06,84.36
jorgect,2023-06,84.36
0xanah,2023-06,80.43
ayo_dev,2023-06,80.43
dharma09,2023-06,80.43
souilos,2023-06,80.43
minhquanym,2023-06,80.16
d_auditor,2023-06,76.32
abaikunanbaev,2023-06,74.49000000000001
hl_,2023-06,73.06
victorygod,2023-06,72.03
0x3b,2023-06,64.56
redonen,2023-06,63.43
hama,2023-06,60.86
banpaleo5,2023-06,60.2
vnavascues,2023-06,60.2
0xnacho,2023-06,59.22
halden,2023-06,57.9
bronzedisc,2023-06,54.53
flacko,2023-06,54.53
go-langer,2023-06,54.53
miniglome,2023-06,54.53
piyushshukla,2023-06,53.42
mahdirostami,2023-06,48.22
neko_nyaa,2023-06,48.22
gs8nrv,2023-06,47.71
sebghatullah,2023-06,45.43
ayden,2023-06,43.05
f00l,2023-06,43.05
bauchibred,2023-06,41.730000000000004
0xkazim,2023-06,40.31
niser93,2023-06,40.19
yudan,2023-06,38.989999999999995
erictee,2023-06,31.8
saneryee,2023-06,31.8
whimints,2023-06,31.8
fatherofblocks,2023-06,31.04
mrudenko,2023-06,30.89
inspecktor,2023-06,29.06
ke1cam,2023-06,29.06
timenov,2023-06,28.35
qpzm,2023-06,26.95
0xhati,2023-06,25.63
lanrebayode77,2023-06,23.950000000000003
alexweb3,2023-06,23.95
lsaudit,2023-06,23.81
bigtone,2023-06,21.62
koxuan,2023-06,21.62
tomio,2023-06,21.62
kaveyjoe,2023-06,19.36
nadin,2023-06,19.36
shogoki,2023-06,19.36
vuquang23,2023-06,19.36
0xackermann,2023-06,18.57
hake,2023-06,18.57
ravikiranweb3,2023-06,18.57
silviaxyz,2023-06,18.57
tsvetanovv,2023-06,18.57
cartlex_,2023-06,18.42
koo,2023-06,18.42
mahyar,2023-06,18.42
mladenov,2023-06,18.42
silvermist,2023-06,18.42
torpedopistolixc41,2023-06,18.42
zaggle,2023-06,18.42
vagner,2023-06,16.78
8olidity,2023-06,9.93
codetilda,2023-06,9.93
m_rassska,2023-06,9.93
nonseodion,2023-06,9.93
sanketkogekar,2023-06,9.93
seth_lawson,2023-06,9.93
mahdikarimi,2023-06,5.53
omen,2023-06,5.53
0xgrbr,2023-06,1.32
0xmakeouthill,2023-06,1.32
a3yip6,2023-06,1.32
cryptor,2023-06,1.32
qeew,2023-06,1.32
0x6980,2023-06,0.0
josiah,2023-06,0.0
raymondfam,2023-06,0.0
rvierdiiev,2023-05,53190.01
xuwinnie,2023-05,44152.619999999995
bin2chen,2023-05,27275.86
